Opt. Const. of VOPc vs. nm,,
nm	n	k
1233.099365	2.378062	0.026554
1236.507568	2.375598	0.026984
1239.91626	2.373199	0.027432
1243.325562	2.370866	0.027886
1246.735596	2.3686	0.028334
1250.146118	2.366398	0.028766
1253.557251	2.364256	0.02917
1256.968994	2.362168	0.029536
1260.381226	2.360126	0.029854
1263.794189	2.358118	0.030115
1267.207764	2.356123	0.030314
1270.621826	2.354124	0.030457
1274.036499	2.35211	0.030555
1277.451904	2.350075	0.030617
1280.867676	2.348015	0.030652
1284.28418	2.345925	0.030668
1287.701294	2.343805	0.030674
1291.119019	2.341654	0.030678
1294.537354	2.339474	0.030688
1297.956177	2.337266	0.030712
1301.37561	2.335035	0.030757
1304.795654	2.332787	0.030831
1308.216431	2.330531	0.030936
1311.637573	2.328276	0.031072
1315.059448	2.326025	0.031236
1318.481934	2.323784	0.031426
1321.905029	2.321554	0.031641
1325.328613	2.319337	0.031878
1328.752808	2.317136	0.032135
1332.177734	2.314952	0.032411
1335.603149	2.312786	0.032704
1339.029175	2.310639	0.033012
1342.455811	2.308512	0.033334
1345.883057	2.306405	0.033668
1349.310791	2.304319	0.034012
1352.739258	2.302253	0.034365
1356.168213	2.300207	0.034726
1359.5979	2.298182	0.035094
1363.028076	2.296178	0.035468
1366.45874	2.294195	0.035846
1369.890259	2.292231	0.036228
1373.322144	2.290288	0.036612
1376.754761	2.288365	0.036998
1380.187866	2.286462	0.037384
1383.621704	2.284578	0.03777
1387.05603	2.282713	0.038155
1390.490967	2.280867	0.038537
1393.926514	2.279038	0.038916
1397.362671	2.277227	0.039292
1400.799438	2.275432	0.039663
1404.236816	2.273653	0.04003
1407.674683	2.271889	0.040392
1411.113281	2.27014	0.040749
1414.552368	2.268406	0.0411
1417.992065	2.266686	0.041445
1421.432373	2.26498	0.041784
1424.873291	2.263287	0.042116
1428.314819	2.261608	0.04244
1431.756958	2.259941	0.042758
1435.199585	2.258288	0.043068
1438.642944	2.256647	0.04337
1442.086792	2.255019	0.043663
1445.531372	2.253407	0.043948
1448.976318	2.251808	0.044221
1452.422119	2.250224	0.04448
1455.868408	2.248654	0.044724
1459.315186	2.247097	0.04495
1462.762695	2.24555	0.045157
1466.210693	2.244013	0.045342
1469.659424	2.242483	0.045503
1473.108643	2.240958	0.045638
1476.55835	2.239436	0.045747
1480.008911	2.237912	0.045826
1483.459839	2.236384	0.045875
1486.911499	2.234848	0.045891
1490.36377	2.233298	0.045874
1493.81665	2.231727	0.045821
1497.27002	2.230126	0.045733
1500.723999	2.228484	0.045616
1504.178589	2.226797	0.04548
1507.633789	2.22506	0.045332
1511.0896	2.223273	0.045181
1514.546021	2.221433	0.045033
1518.00293	2.219542	0.044897
1521.460571	2.217601	0.04478
1524.918701	2.21561	0.044689
1528.377441	2.213574	0.044632
1531.836792	2.211494	0.044614
1535.296753	2.209376	0.044644
1538.757324	2.207225	0.044727
1542.218506	2.205046	0.044869
1545.680176	2.202847	0.045078
1549.142456	2.200637	0.045358
1552.605469	2.19843	0.045716
1556.06897	2.196241	0.046148
1559.533081	2.194083	0.046649
1562.997803	2.191963	0.047209
1566.463135	2.189886	0.047823
1569.928955	2.187858	0.048483
1573.395508	2.185881	0.049183
1576.862549	2.183959	0.049914
1580.330322	2.182092	0.050672
1583.798584	2.180284	0.05145
1587.267456	2.178532	0.052241
1590.736938	2.176839	0.053039
1594.207031	2.175203	0.053838
1597.677612	2.173623	0.054633
1601.148926	2.172097	0.055417
1604.62085	2.170623	0.056186
1608.09314	2.169196	0.056933
1611.566162	2.167814	0.057654
