Opt. Const. of PFOGlassy vs. nm,,,,
nm	"n	 Ordinary"	"k	 Ordinary"	"n	 Extra-ordinary"	"k	 Extra-ordinary"
429	1.944651	0.000023	1.768264	0.00067
429.299988	1.941715	0.000017	1.76638	0.000598
429.600006	1.938775	0.00001	1.764495	0.000525
429.899994	1.93583	0.000004	1.762607	0.000453
430.200012	1.933049	0.000002	1.760834	0.000393
430.5	1.930347	0.000001	1.759117	0.000341
430.799988	1.927642	0	1.757399	0.000288
431.100006	1.925003	0	1.755727	0.000241
431.399994	1.922502	0	1.75415	0.000206
431.700012	1.919997	0	1.752572	0.00017
432	1.917488	0	1.750992	0.000134
432.299988	1.915156	0	1.749536	0.000112
432.600006	1.912822	0	1.748078	0.00009
432.899994	1.910484	0	1.746619	0.000067
433.200012	1.908249	0	1.745232	0.000052
433.5	1.906062	0	1.743879	0.00004
433.799988	1.903873	0	1.742526	0.000028
434.100006	1.901728	0	1.741204	0.000018
434.399994	1.899673	0	1.739946	0.000013
434.700012	1.897615	0	1.738686	0.000008
435	1.895555	0	1.737426	0.000003
435.299988	1.893617	0	1.736251	0.000002
435.600006	1.891676	0	1.735075	0.000001
435.899994	1.889733	0	1.733898	0
436.200012	1.887863	0	1.732771	0
436.5	1.886027	0	1.731668	0
436.799988	1.884189	0	1.730565	0
437.100006	1.882383	0	1.729483	0
437.399994	1.880643	0	1.728445	0
437.700012	1.8789	0	1.727406	0
438	1.877156	0	1.726367	0
438.299988	1.875502	0	1.725386	0
438.600006	1.873846	0	1.724404	0
438.899994	1.872188	0	1.723422	0
439.200012	1.870585	0	1.722475	0
439.5	1.869008	0	1.721545	0
439.799988	1.86743	0	1.720614	0
440.100006	1.865876	0	1.719699	0
440.399994	1.864371	0	1.718815	0
440.700012	1.862866	0	1.717932	0
441	1.861359	0	1.717047	0
441.299988	1.859921	0	1.716206	0
441.600006	1.858483	0	1.715365	0
441.899994	1.857043	0	1.714523	0
442.200012	1.855645	0	1.713708	0
442.5	1.854268	0	1.712906	0
442.799988	1.85289	0	1.712103	0
443.100006	1.851531	0	1.711312	0
443.399994	1.850212	0	1.710546	0
443.700012	1.848891	0	1.709779	0
444	1.84757	0	1.709012	0
444.299988	1.846303	0	1.708278	0
444.600006	1.845036	0	1.707544	0
444.899994	1.843768	0	1.70681	0
445.200012	1.842534	0	1.706097	0
445.5	1.841316	0	1.705394	0
445.799988	1.840098	0	1.70469	0
446.100006	1.838895	0	1.703996	0
446.399994	1.837724	0	1.703322	0
446.700012	1.836552	0	1.702647	0
447	1.83538	0	1.701972	0
447.299988	1.834252	0	1.701323	0
447.600006	1.833124	0	1.700675	0
447.899994	1.831995	0	1.700026	0
448.200012	1.830894	0	1.699394	0
448.5	1.829806	0	1.69877	0
448.799988	1.828718	0	1.698146	0
449.100006	1.827643	0	1.69753	0
449.399994	1.826594	0	1.69693	0
449.700012	1.825544	0	1.696329	0
450	1.824494	0	1.695728	0
450.299988	1.823481	0	1.695149	0
450.600006	1.822468	0	1.69457	0
450.899994	1.821454	0	1.69399	0
451.200012	1.820463	0	1.693425	0
451.5	1.819484	0	1.692866	0
451.799988	1.818504	0	1.692307	0
452.100006	1.817535	0	1.691755	0
452.399994	1.816588	0	1.691215	0
452.700012	1.81564	0	1.690675	0
453	1.814692	0	1.690136	0
453.299988	1.813775	0	1.689614	0
453.600006	1.812858	0	1.689093	0
453.899994	1.81194	0	1.688571	0
454.200012	1.811043	0	1.68806	0
454.5	1.810154	0	1.687556	0
454.799988	1.809266	0	1.687051	0
455.100006	1.808386	0	1.686552	0
455.399994	1.807526	0	1.686063	0
455.700012	1.806664	0	1.685575	0
456	1.805803	0	1.685086	0
456.299988	1.804968	0	1.684613	0
456.600006	1.804133	0	1.68414	0
456.899994	1.803297	0	1.683666	0
457.200012	1.802479	0	1.683203	0
457.5	1.801668	0	1.682744	0
457.799988	1.800858	0	1.682285	0
458.100006	1.800055	0	1.681831	0
458.399994	1.799268	0	1.681386	0
458.700012	1.798481	0	1.680941	0
459	1.797693	0	1.680495	0
459.299988	1.796929	0	1.680063	0
459.600006	1.796164	0	1.679631	0
459.899994	1.795399	0	1.679199	0
460.200012	1.794648	0	1.678775	0
460.5	1.793905	0	1.678356	0
460.799988	1.793162	0	1.677936	0
461.100006	1.792425	0	1.67752	0
461.399994	1.791702	0	1.677112	0
461.700012	1.790979	0	1.676704	0
462	1.790255	0	1.676296	0
462.299988	1.789552	0	1.6759	0
462.600006	1.788849	0	1.675503	0
462.899994	1.788145	0	1.675107	0
463.200012	1.787454	0	1.674717	0
463.5	1.786769	0	1.674331	0
463.799988	1.786084	0	1.673945	0
464.100006	1.785404	0	1.673563	0
464.399994	1.784737	0	1.673187	0
464.700012	1.78407	0	1.672812	0
465	1.783403	0	1.672436	0
465.299988	1.782753	0	1.67207	0
465.600006	1.782103	0	1.671705	0
465.899994	1.781452	0	1.671339	0
466.200012	1.780813	0	1.670979	0
466.5	1.78018	0	1.670623	0
466.799988	1.779546	0	1.670267	0
467.100006	1.778917	0	1.669913	0
467.399994	1.778299	0	1.669566	0
467.700012	1.777681	0	1.669218	0
468	1.777063	0	1.668871	0
468.299988	1.77646	0	1.668532	0
468.600006	1.775857	0	1.668194	0
468.899994	1.775254	0	1.667855	0
469.200012	1.774661	0	1.667522	0
469.5	1.774073	0	1.667191	0
469.799988	1.773484	0	1.666861	0
470.100006	1.7729	0	1.666533	0
470.399994	1.772326	0	1.66621	0
470.700012	1.771751	0	1.665888	0
471	1.771176	0	1.665565	0
471.299988	1.770615	0	1.66525	0
471.600006	1.770054	0	1.664936	0
471.899994	1.769493	0	1.664621	0
472.200012	1.76894	0	1.664311	0
472.5	1.768392	0	1.664003	0
472.799988	1.767844	0	1.663695	0
473.100006	1.7673	0	1.66339	0
473.399994	1.766764	0	1.66309	0
473.700012	1.766228	0	1.662789	0
474	1.765692	0	1.662489	0
474.299988	1.765169	0	1.662195	0
474.600006	1.764645	0	1.661901	0
474.899994	1.764121	0	1.661608	0
